FlightId	ProcessingTimeUtc	AirlineCode	FlightNumber	SchedDepAirportCode	SchedArrAirportCode	SchedDepartureUtc	SchedArrivalUtc	SchedDepartureLocal	SchedArrivalLocal	Status	DiversionStatus	RecoveryExists	OpAirlineCode	OpFlightNumber	AltDepAirportCode	AltArrAirportCode	OutGateLocal	OutGateUtc	OutGateAccuracy	OutGateSource	InAirLocal	InAirUtc	InAirAccuracy	InAirSource	LandedLocal	LandedUtc	LandedAccuracy	LandedSource	InGateLocal	InGateUtc	InGateAccuracy	InGateSource	DepTerminal	DepGate	CheckinCounter	ArrTerminal	ArrGate	Baggage	SvcType	AircraftType	OptionalEquipment	WeightClass	Unscheduled	SeqNumber	NumLegs	DepAirportCountryId	ArrAirportCountryId	TailNumber	RegAirlineCode	RegFlightNumber	DepScheduleStatus	ArrScheduleStatus	OriginationDateLocal	OriginationDateUtc	DomIntDep	DomIntArr	PrevFltAirlineCode	PrevFltNumber	PrevFltSchedArrLocal	PrevFltSchedArrUtc	PrevFltMethod	Suffix	AircraftOwner	IsGeneralAviation	SchedDepAptNS	SchedArrAptNS	AltDepAptNS	AltArrAptNS	DepDelayCode	ArrDelayCode	UpStreamLegs	DownStreamLegs	NewToFlightWindow	StatusChange	PreviousStatus	DiversionStatusChange	PreviousDiversionStatus	OutGateUtcChange	PreviousOutGateUtc	PreviousOutGateLocal	InAirUtcChange	PreviousInAirUtc	PreviousInAirLocal	LandingUtcChange	PreviousLandingUtc	PreviousLandingLocal	InGateUtcChange	PreviousInGateUtc	PreviousInGateLocal	DepGateChange	PreviousDepGate	DepTerminalChange	PreviousDepTerminal	ArrGateChange	PreviousArrGate	ArrTerminalChange	PreviousArrTerminal	BaggageChange	PreviousBaggage	AircraftTypeChange	PreviousAircraftType	TailNumberChange	PreviousTailNumber	PrevFltChange	PreviousPrevFltAirlineCode	PreviousPrevFltNumber	OtherChange
U21388NCEGVA04131945	2017-04-13 20:28:00	U2	1388	NCE	GVA	2017-04-13 19:45	2017-04-13 20:45	2017-04-13 21:45	2017-04-13 22:45	OutGate		N					2017-04-13 21:51	2017-04-13 19:51	Actual	AirlineData									2017-04-13 22:49	2017-04-13 20:49	Estimated	AirlineData	2			1			J	320				1	1	FR	CH						2017-04-13	2017-04-13											I	I																					Y	2017-04-13 20:52	2017-04-13 22:52																		
B61833BOSSFO04131500	2017-04-13 20:28:00	B6	1833	BOS	SFO	2017-04-13 15:00	2017-04-13 21:45	2017-04-13 11:00	2017-04-13 14:45	InAir		N					2017-04-13 10:55	2017-04-13 14:55	Actual	AirlineData	2017-04-13 11:17	2017-04-13 15:17	Actual	AirlineData	2017-04-13 14:21	2017-04-13 21:21	Estimated	FlightViewData	2017-04-13 14:40	2017-04-13 21:40	Estimated	AirlineData	C	C8		I	A11B		J	A321		L		1	1	US	US	N946JL					2017-04-13	2017-04-13			B6	688	2017-04-13 06:02	2017-04-13 10:02	T				I	I																		Y	2017-04-13 21:23	2017-04-13 14:23	Y	2017-04-13 21:36	2017-04-13 14:36																		
OK296PRGBEY04132010	2017-04-13 20:28:00	OK	296	PRG	BEY	2017-04-13 20:10	2017-04-13 23:40	2017-04-13 22:10	2017-04-14 02:40	Delayed		N					2017-04-13 22:31	2017-04-13 20:31	Estimated	AirlineData	2017-04-13 22:39	2017-04-13 20:39	Estimated	AirlineData					2017-04-14 02:40	2017-04-13 23:40	Estimated	AirlineData	1	B16					J	319				1	1	CZ	LB	OKREQ					2017-04-13	2017-04-13			OK	619	2017-04-13 21:15	2017-04-13 19:15	T				I	I								Y	Scheduled			Y	2017-04-13 20:20	2017-04-13 22:20	Y	2017-04-13 20:28	2017-04-13 22:28																								
QR1340KRTDOH04131705	2017-04-13 20:28:00	QR	1340	KRT	DOH	2017-04-13 17:05	2017-04-13 20:35	2017-04-13 20:05	2017-04-13 23:35	InGate		N					2017-04-13 20:04	2017-04-13 17:04	Actual	AirlineData	2017-04-13 20:18	2017-04-13 17:18	Actual	AirlineData	2017-04-13 23:18	2017-04-13 20:18	Actual	AirlineData	2017-04-13 23:21	2017-04-13 20:21	Actual	AirlineData						2	J	320				1	1	SD	QA	A7ADE					2017-04-13	2017-04-13			QR	1339	2017-04-13 19:05	2017-04-13 16:05	T				I	I			06	06				Y	InAir									Y			Y																				
WN2203TPASTL04132020	2017-04-13 20:28:00	WN	2203	TPA	STL	2017-04-13 20:20	2017-04-13 22:45	2017-04-13 16:20	2017-04-13 17:45	OutGate		N					2017-04-13 16:26	2017-04-13 20:26	Actual	AirlineData					2017-04-13 17:45	2017-04-13 22:45	Estimated	AirlineData	2017-04-13 17:45	2017-04-13 22:45	Estimated	AirlineData		C38		2	E24		J	B737		L		1	1	US	US	N424WN					2017-04-13	2017-04-13			WN	1659	2017-04-13 15:45	2017-04-13 19:45	T				I	I								Y	Scheduled			Y	2017-04-13 20:25	2017-04-13 16:25																											
DL5849LAXOAK04131930	2017-04-13 20:28:00	DL	5849	LAX	OAK	2017-04-13 19:30	2017-04-13 21:00	2017-04-13 12:30	2017-04-13 14:00	InAir		N					2017-04-13 12:38	2017-04-13 19:38	Actual	AirlineData	2017-04-13 12:56	2017-04-13 19:56	Actual	AirlineData	2017-04-13 13:53	2017-04-13 20:53	Estimated	FlightViewData	2017-04-13 14:01	2017-04-13 21:01	Estimated	AirlineData	6	62		1	11		J	E75S		L		1	2	US	US	N620CZ	CP	5849			2017-04-13	2017-04-13			DL	5734	2017-04-13 11:50	2017-04-13 18:50	T		CP		I	I			06	06		LAX												Y	2017-04-13 20:52	2017-04-13 13:52	Y	2017-04-13 20:58	2017-04-13 13:58																		
DL1923LGAMIA04131700	2017-04-13 20:28:00	DL	1923	LGA	MIA	2017-04-13 17:00	2017-04-13 20:16	2017-04-13 13:00	2017-04-13 16:16	InGate		N					2017-04-13 13:05	2017-04-13 17:05	Actual	AirlineData	2017-04-13 13:31	2017-04-13 17:31	Actual	AirlineData	2017-04-13 16:19	2017-04-13 20:19	Actual	AirlineData	2017-04-13 16:24	2017-04-13 20:24	Actual	AirlineData	C	C21		S	H09	4	J	A320		L		1	1	US	US	N367NW					2017-04-13	2017-04-13			DL	1498	2017-04-13 11:56	2017-04-13 15:56	T				I	I			06	06				Y	Landed												Y	2017-04-13 20:33	2017-04-13 16:33																		
UA5453SFODFW04131740	2017-04-13 20:28:00	UA	5453	SFO	DFW	2017-04-13 17:40	2017-04-13 21:26	2017-04-13 10:40	2017-04-13 16:26	InAir		N					2017-04-13 10:35	2017-04-13 17:35	Actual	AirlineData	2017-04-13 11:04	2017-04-13 18:04	Actual	AirlineData	2017-04-13 16:00	2017-04-13 21:00	Estimated	FlightViewData	2017-04-13 16:19	2017-04-13 21:19	Estimated	AirlineData	3	73A		E	E30	E33	J	E75L		L		1	1	US	US	N167SY	OO	5453			2017-04-13	2017-04-13			UA	5550	2017-04-13 09:46	2017-04-13 16:46	T		OO		I	I																		Y	2017-04-13 21:02	2017-04-13 16:02																					
DL2204LAXSLC04132000	2017-04-13 20:28:00	DL	2204	LAX	SLC	2017-04-13 20:00	2017-04-13 21:59	2017-04-13 13:00	2017-04-13 15:59	InAir		N					2017-04-13 13:02	2017-04-13 20:02	Actual	AirlineData	2017-04-13 13:14	2017-04-13 20:14	Actual	AirlineData	2017-04-13 15:38	2017-04-13 21:38	Estimated	FlightViewData	2017-04-13 15:43	2017-04-13 21:43	Estimated	AirlineData	5	56		I	D13		J	B739		L		1	1	US	US	N864DN					2017-04-13	2017-04-13			DL	1172	2017-04-13 12:00	2017-04-13 19:00	T				I	I			06	06														Y	2017-04-13 21:39	2017-04-13 15:39																					
NK504LAXMSY04131841	2017-04-13 20:28:00	NK	504	LAX	MSY	2017-04-13 18:41	2017-04-13 22:20	2017-04-13 11:41	2017-04-13 17:20	InAir		N					2017-04-13 11:37	2017-04-13 18:37	Actual	AirlineData	2017-04-13 11:48	2017-04-13 18:48	Actual	AirlineData	2017-04-13 16:57	2017-04-13 21:57	Estimated	FlightViewData	2017-04-13 17:29	2017-04-13 22:29	Estimated	AirlineData	3	31B			C2	10	J	A319		L		1	1	US	US	N521NK					2017-04-13	2017-04-13											I	I																		Y	2017-04-13 21:59	2017-04-13 16:59																					
UA792ATLEWR04131925	2017-04-13 20:28:00	UA	792	ATL	EWR	2017-04-13 19:25	2017-04-13 21:45	2017-04-13 15:25	2017-04-13 17:45	InAir		N					2017-04-13 15:38	2017-04-13 19:38	Actual	AirlineData	2017-04-13 16:26	2017-04-13 20:26	Actual	AirlineData					2017-04-13 18:16	2017-04-13 22:16	Estimated	AirlineData	N	T16		C	C70	3	J	A320		L		1	1	US	US	N418UA					2017-04-13	2017-04-13			UA	453	2017-04-13 14:29	2017-04-13 18:29	T				I	I								Y	OutGate						Y	2017-04-13 20:25	2017-04-13 16:25				Y	2017-04-13 22:15	2017-04-13 18:15																		
TK2341ADBIST04132015	2017-04-13 20:28:00	TK	2341	ADB	IST	2017-04-13 20:15	2017-04-13 21:35	2017-04-13 23:15	2017-04-14 00:35	InAir		N					2017-04-13 23:13	2017-04-13 20:13	Actual	AirlineData	2017-04-13 23:24	2017-04-13 20:24	Actual	AirlineData									D	238		D			J	321				1	1	TR	TR	TCJRG					2017-04-13	2017-04-13			TK	2340	2017-04-13 22:15	2017-04-13 19:15	T				I	I			06	06				Y	Scheduled			Y			Y																					Y		Y			
UA300SFOHNL04132015	2017-04-13 20:28:00	UA	300	SFO	HNL	2017-04-13 20:15	2017-04-14 01:46	2017-04-13 13:15	2017-04-13 15:46	Scheduled		N					2017-04-13 13:28	2017-04-13 20:28	Estimated	AirlineData									2017-04-13 15:55	2017-04-14 01:55	Estimated	AirlineData	3	86		M	PAD	H5	J	B772		L		1	1	US	US	N776UA					2017-04-13	2017-04-13			UA	277	2017-04-13 09:55	2017-04-13 16:55	T				I	I												Y	2017-04-13 20:15	2017-04-13 13:15							Y	2017-04-14 01:42	2017-04-13 15:42																		
DL2574PHXDTW04131700	2017-04-13 20:28:00	DL	2574	PHX	DTW	2017-04-13 17:00	2017-04-13 20:52	2017-04-13 10:00	2017-04-13 16:52	InAir		N					2017-04-13 09:54	2017-04-13 16:54	Actual	AirlineData	2017-04-13 10:06	2017-04-13 17:06	Actual	AirlineData	2017-04-13 16:28	2017-04-13 20:28	Estimated	FlightViewData	2017-04-13 16:43	2017-04-13 20:43	Estimated	AirlineData	3	17		EM	A76		J	A320		L		1	1	US	US	N312US					2017-04-13	2017-04-13			DL	2108	2017-04-13 09:12	2017-04-13 16:12	T				I	I			06	06																	Y	2017-04-13 20:41	2017-04-13 16:41																		
UA3773EWRSDF04131950	2017-04-13 20:28:00	UA	3773	EWR	SDF	2017-04-13 19:50	2017-04-13 22:15	2017-04-13 15:50	2017-04-13 18:15	InAir		N					2017-04-13 15:44	2017-04-13 19:44	Actual	AirlineData	2017-04-13 16:15	2017-04-13 20:15	Actual	AirlineData	2017-04-13 18:10	2017-04-13 22:10	Estimated	FlightViewData	2017-04-13 18:18	2017-04-13 22:18	Estimated	AirlineData	A	A27A					J	E145		L		1	1	US	US	N29917	EV	3773			2017-04-13	2017-04-13									EV		I	I																		Y	2017-04-13 22:07	2017-04-13 18:07																					
DL1804ATLYYZ04131900	2017-04-13 20:28:00	DL	1804	ATL	YYZ	2017-04-13 19:00	2017-04-13 21:15	2017-04-13 15:00	2017-04-13 17:15	InAir		N					2017-04-13 14:50	2017-04-13 18:50	Actual	AirlineData	2017-04-13 15:14	2017-04-13 19:14	Actual	AirlineData	2017-04-13 16:59	2017-04-13 20:59	Estimated	FlightViewData	2017-04-13 17:09	2017-04-13 21:09	Estimated	AirlineData	I	E31		3	B13		J	B712		L		1	1	US	CA	N997AT					2017-04-13	2017-04-13			DL	1323	2017-04-13 13:56	2017-04-13 17:56	T				I	I			06	06														Y	2017-04-13 20:55	2017-04-13 16:55																					
LH732FRAPVG04132005	2017-04-13 20:28:00	LH	732	FRA	PVG	2017-04-13 20:05	2017-04-14 06:55	2017-04-13 22:05	2017-04-14 14:55	InAir		N					2017-04-13 22:07	2017-04-13 20:07	Actual	AirlineData	2017-04-13 22:23	2017-04-13 20:23	Actual	AirlineData	2017-04-14 14:18	2017-04-14 06:18	Estimated	AirlineData					1	Z58		2			J	744				1	1	DE	CN						2017-04-13	2017-04-13											I	I			06	06														Y																							
UL173CMBBLR04131925	2017-04-13 20:28:00	UL	173	CMB	BLR	2017-04-13 19:25	2017-04-13 20:45	2017-04-14 00:55	2017-04-14 02:15	OutGate		N					2017-04-14 00:44	2017-04-13 19:14	Actual	AirlineData									2017-04-14 02:03	2017-04-13 20:33	Estimated	AirlineData							J	320				1	1	LK	IN	4RABL					2017-04-14	2017-04-13			UL	196	2017-04-13 22:20	2017-04-13 16:50	T				I	I																																				Y		Y			
SV1551JEDTUU04131705	2017-04-13 20:28:00	SV	1551	JED	TUU	2017-04-13 17:05	2017-04-13 18:40	2017-04-13 20:05	2017-04-13 21:40	Unknown		N					2017-04-13 20:11	2017-04-13 17:11	Actual	AirlineData	2017-04-13 20:37	2017-04-13 17:37	Actual	AirlineData									S						J	319				1	1	SA	SA	OKOER					2017-04-13	2017-04-13			SV	1548	2017-04-13 19:15	2017-04-13 16:15	T		SV		I	I			06	06				Y	InAir									Y	2017-04-13 18:48	2017-04-13 21:48																					
DL2269LAXSLC04131830	2017-04-13 20:28:00	DL	2269	LAX	SLC	2017-04-13 18:30	2017-04-13 20:23	2017-04-13 11:30	2017-04-13 14:23	InAir		N					2017-04-13 12:01	2017-04-13 19:01	Actual	AirlineData	2017-04-13 12:14	2017-04-13 19:14	Actual	AirlineData	2017-04-13 14:38	2017-04-13 20:38	Estimated	FlightViewData	2017-04-13 14:41	2017-04-13 20:41	Estimated	AirlineData	5	56		I	D01		J	A319		L		1	1	US	US	N370NB					2017-04-13	2017-04-13			DL	2509	2017-04-13 10:50	2017-04-13 17:50	T				I	I			06	06																	Y	2017-04-13 20:44	2017-04-13 14:44																		
WN4097PHXSAN04132220	2017-04-13 20:28:00	WN	4097	PHX	SAN	2017-04-13 22:20	2017-04-13 23:25	2017-04-13 15:20	2017-04-13 16:25	Scheduled		N					2017-04-13 15:20	2017-04-13 22:20	Estimated	AirlineData					2017-04-13 16:25	2017-04-13 23:25	Estimated	AirlineData	2017-04-13 16:25	2017-04-13 23:25	Estimated	AirlineData	4	C3		1	10		J	B737		L		2	3	US	US	N913WN					2017-04-13	2017-04-13			WN	4097	2017-04-13 14:45	2017-04-13 21:45	T				I	I					SFO	SJC																												Y	73W						Y
UA4631ATWORD04131845	2017-04-13 20:28:00	UA	4631	ATW	ORD	2017-04-13 18:45	2017-04-13 19:52	2017-04-13 13:45	2017-04-13 14:52	InAir		N					2017-04-13 14:54	2017-04-13 19:54	Actual	AirlineData	2017-04-13 15:04	2017-04-13 20:04	Actual	AirlineData	2017-04-13 15:49	2017-04-13 20:49	Estimated	FlightViewData	2017-04-13 16:06	2017-04-13 21:06	Estimated	AirlineData		4		2	F24	6	J	E145		L		1	1	US	US	N18114	AX	4631			2017-04-13	2017-04-13			UA	4775	2017-04-13 13:15	2017-04-13 18:15	T		AX		I	I																		Y	2017-04-13 20:48	2017-04-13 15:48																					
U21376BODGVA04131925	2017-04-13 20:28:00	U2	1376	BOD	GVA	2017-04-13 19:25	2017-04-13 20:45	2017-04-13 21:25	2017-04-13 22:45	OutGate		N					2017-04-13 21:47	2017-04-13 19:47	Actual	AirlineData									2017-04-13 23:06	2017-04-13 21:06	Estimated	AirlineData	A			1			J	320				1	1	FR	CH						2017-04-13	2017-04-13											I	I																					Y	2017-04-13 21:07	2017-04-13 23:07																		
W67854LTNDEB04131955	2017-04-13 20:28:00	W6	7854	LTN	DEB	2017-04-13 19:55	2017-04-13 22:40	2017-04-13 20:55	2017-04-14 00:40	InAir		N									2017-04-13 21:23	2017-04-13 20:23	Actual	AirlineData															J	320				1	1	GB	HU						2017-04-13	2017-04-13											I	I			06	06				Y	NoTakeoffInfo			Y	2017-04-13 20:07	2017-04-13 21:07	Y																										Y
UA4720YOWIAD04131845	2017-04-13 20:28:00	UA	4720	YOW	IAD	2017-04-13 18:45	2017-04-13 20:19	2017-04-13 14:45	2017-04-13 16:19	InAir		N					2017-04-13 15:00	2017-04-13 19:00	Actual	AirlineData	2017-04-13 15:12	2017-04-13 19:12	Actual	AirlineData	2017-04-13 16:30	2017-04-13 20:30	Estimated	FlightViewData	2017-04-13 16:37	2017-04-13 20:37	Estimated	AirlineData		11			A1B	3	J	E145		L		1	1	CA	US	N31131	AX	4720			2017-04-13	2017-04-13									AX		I	I																		Y	2017-04-13 20:28	2017-04-13 16:28																					
WN2429BURSMF04131920	2017-04-13 20:28:00	WN	2429	BUR	SMF	2017-04-13 19:20	2017-04-13 20:35	2017-04-13 12:20	2017-04-13 13:35	Landed		N					2017-04-13 12:17	2017-04-13 19:17	Actual	AirlineData	2017-04-13 12:28	2017-04-13 19:28	Actual	AirlineData	2017-04-13 13:27	2017-04-13 20:27	Actual	FlightViewData	2017-04-13 13:25	2017-04-13 20:25	Estimated	AirlineData		A4		B	B12		J	B737		L		1	1	US	US	N437WN					2017-04-13	2017-04-13			WN	2339	2017-04-13 11:35	2017-04-13 18:35	T				I	I								Y	InAir									Y	2017-04-13 20:25	2017-04-13 13:25																					
DL3708CVGYYZ04132000	2017-04-13 20:28:00	DL	3708	CVG	YYZ	2017-04-13 20:00	2017-04-13 21:35	2017-04-13 16:00	2017-04-13 17:35	InAir		N					2017-04-13 15:54	2017-04-13 19:54	Actual	AirlineData	2017-04-13 16:05	2017-04-13 20:05	Actual	AirlineData	2017-04-13 17:13	2017-04-13 21:13	Estimated	FlightViewData	2017-04-13 17:16	2017-04-13 21:16	Estimated	AirlineData	3	B18		3	B7F		J	CRJ2		L		1	1	US	CA	N8877A	9E	3708			2017-04-13	2017-04-13			DL	3901	2017-04-13 15:04	2017-04-13 19:04	T		9E		I	I			06	06														Y	2017-04-13 21:11	2017-04-13 17:11																					
OPT311SJCPHX04131830	2017-04-13 20:28:00	OPT	311	SJC	PHX	2017-04-13 18:30	2017-04-13 20:14	2017-04-13 11:30	2017-04-13 13:14	InAir		N									2017-04-13 12:28	2017-04-13 19:28	Actual	FlightViewData	2017-04-13 13:53	2017-04-13 20:53	Estimated	FlightViewData												E55P		L	Y			US	US																		I	I																		Y	2017-04-13 20:52	2017-04-13 13:52																					
EJA780OAKSMO04132000	2017-04-13 20:28:00	EJA	780	OAK	SMO	2017-04-13 20:00	2017-04-13 21:00	2017-04-13 13:00	2017-04-13 14:00	InAir		N									2017-04-13 13:04	2017-04-13 20:04	Actual	FlightViewData	2017-04-13 13:48	2017-04-13 20:48	Estimated	FlightViewData												CL35		L	Y			US	US																		I	I																		Y	2017-04-13 20:49	2017-04-13 13:49																					
WN4393OAKONT04131920	2017-04-13 20:28:00	WN	4393	OAK	ONT	2017-04-13 19:20	2017-04-13 20:30	2017-04-13 12:20	2017-04-13 13:30	InAir		N					2017-04-13 12:19	2017-04-13 19:19	Actual	AirlineData	2017-04-13 12:34	2017-04-13 19:34	Actual	AirlineData	2017-04-13 13:29	2017-04-13 20:29	Estimated	FlightViewData					2	24		4	407		J	B737		L		1	1	US	US	N257WN					2017-04-13	2017-04-13											I	I																		Y	2017-04-13 20:30	2017-04-13 13:30																					
CMF669SFZPHL04131800	2017-04-13 20:28:00	CMF	669	SFZ	PHL	2017-04-13 18:00	2017-04-13 20:13	2017-04-13 14:00	2017-04-13 16:13	InAir		N									2017-04-13 14:36	2017-04-13 18:36	Actual	FlightViewData	2017-04-13 16:35	2017-04-13 20:35	Estimated	FlightViewData												C182		G	Y			US	US																		I	I																		Y	2017-04-13 20:28	2017-04-13 16:28																					
EJA343PDKPIA04131930	2017-04-13 20:28:00	EJA	343	PDK	PIA	2017-04-13 19:30	2017-04-13 21:08	2017-04-13 15:30	2017-04-13 16:08	InAir		N									2017-04-13 16:10	2017-04-13 20:10	Actual	FlightViewData	2017-04-13 16:36	2017-04-13 21:36	Estimated	FlightViewData												E55P		L	Y			US	US																		I	I																		Y	2017-04-13 21:30	2017-04-13 16:30																					
DL3875CLTLGA04132000	2017-04-13 20:28:00	DL	3875	CLT	LGA	2017-04-13 20:00	2017-04-13 21:59	2017-04-13 16:00	2017-04-13 17:59	OutGate		N					2017-04-13 15:58	2017-04-13 19:58	Actual	AirlineData									2017-04-13 18:17	2017-04-13 22:17	Estimated	AirlineData		A7		C	C21		J	CRJ9		L		1	1	US	US	N605LR	9E	3875			2017-04-13	2017-04-13			DL	3897	2017-04-13 15:15	2017-04-13 19:15	T		9E		I	I			06	06																	Y	2017-04-13 21:40	2017-04-13 17:40																		
KU117SNNJFK04131530	2017-04-13 20:28:00	KU	117	SNN	JFK	2017-04-13 15:30	2017-04-13 22:30	2017-04-13 16:30	2017-04-13 18:30	InAir		N					2017-04-13 17:13	2017-04-13 16:13	Actual	AirlineData					2017-04-13 18:40	2017-04-13 22:40	Estimated	FlightViewData	2017-04-13 18:30	2017-04-13 22:30	Estimated	AirlineData				4			J	B77W		Q		2	2	IE	US						2017-04-13	2017-04-13											I	I			06	06	KWI													Y	2017-04-13 22:42	2017-04-13 18:42																					
TK7139OGUESB04131835	2017-04-13 20:28:00	TK	7139	OGU	ESB	2017-04-13 18:35	2017-04-13 19:45	2017-04-13 21:35	2017-04-13 22:45	InGate		N					2017-04-13 22:20	2017-04-13 19:20	Actual	AirlineData	2017-04-13 22:30	2017-04-13 19:30	Actual	AirlineData	2017-04-13 23:17	2017-04-13 20:17	Actual	AirlineData	2017-04-13 23:26	2017-04-13 20:26	Actual	AirlineData							J	738				1	1	TR	TR	TCSBP	XQ	7139			2017-04-13	2017-04-13			TK	7138	2017-04-13 21:05	2017-04-13 18:05	T		XQ		I	I			06	06				Y	InAir									Y	2017-04-13 20:18	2017-04-13 23:18	Y																				
WS2703MBJYYZ04131920	2017-04-13 20:28:00	WS	2703	MBJ	YYZ	2017-04-13 19:20	2017-04-13 23:31	2017-04-13 14:20	2017-04-13 19:31	InAir		N					2017-04-13 14:10	2017-04-13 19:10	Actual	AirlineData	2017-04-13 14:21	2017-04-13 19:21	Actual	AirlineData	2017-04-13 19:01	2017-04-13 23:01	Estimated	FlightViewData	2017-04-13 19:20	2017-04-13 23:20	Estimated	AirlineData		15		3	B11		J	B738		L		1	1	JM	CA	CGDMP					2017-04-13	2017-04-13			WS	2702	2017-04-13 13:18	2017-04-13 18:18	T				I	I																		Y	2017-04-13 22:59	2017-04-13 18:59																					
TK7147DIYESB04131835	2017-04-13 20:28:00	TK	7147	DIY	ESB	2017-04-13 18:35	2017-04-13 20:00	2017-04-13 21:35	2017-04-13 23:00	InGate		N					2017-04-13 21:58	2017-04-13 18:58	Actual	AirlineData	2017-04-13 22:10	2017-04-13 19:10	Actual	AirlineData	2017-04-13 23:14	2017-04-13 20:14	Actual	AirlineData	2017-04-13 23:23	2017-04-13 20:23	Actual	AirlineData							J	73H				1	1	TR	TR	TCJFI					2017-04-13	2017-04-13			TK	7146	2017-04-13 21:05	2017-04-13 18:05	T				I	I			06	06				Y	InAir									Y	2017-04-13 20:14	2017-04-13 23:14	Y																				
NK616FLLBOS04132005	2017-04-13 20:28:00	NK	616	FLL	BOS	2017-04-13 20:05	2017-04-13 23:30	2017-04-13 16:05	2017-04-13 19:30	InAir		N									2017-04-13 16:17	2017-04-13 20:17	Actual	FlightViewData	2017-04-13 19:00	2017-04-13 23:00	Estimated	FlightViewData	2017-04-13 19:22	2017-04-13 23:22	Estimated	AirlineData	4	G10		B	B-37		J	A321		L		1	1	US	US	N664NK					2017-04-13	2017-04-13											I	I																		Y	2017-04-13 23:01	2017-04-13 19:01																					
EJA888YHMERI04132000	2017-04-13 20:28:00	EJA	888	YHM	ERI	2017-04-13 20:00	2017-04-13 20:30	2017-04-13 16:00	2017-04-13 16:30	InAir		N									2017-04-13 16:06	2017-04-13 20:06	Actual	FlightViewData	2017-04-13 16:27	2017-04-13 20:27	Estimated	FlightViewData												H25B		L	Y			CA	US																		I	I																		Y	2017-04-13 20:25	2017-04-13 16:25																					
DL4529FATSLC04131926	2017-04-13 20:28:00	DL	4529	FAT	SLC	2017-04-13 19:26	2017-04-13 21:05	2017-04-13 12:26	2017-04-13 15:05	InAir		N					2017-04-13 12:17	2017-04-13 19:17	Actual	AirlineData	2017-04-13 12:31	2017-04-13 19:31	Actual	AirlineData	2017-04-13 14:36	2017-04-13 20:36	Estimated	FlightViewData	2017-04-13 14:42	2017-04-13 20:42	Estimated	AirlineData		11		1	B12		J	CRJ7		L		2	2	US	US	N609SK	OO	4529			2017-04-13	2017-04-13			DL	4529	2017-04-13 11:51	2017-04-13 18:51	T		OO		I	I			06	06	SLC																Y	2017-04-13 20:41	2017-04-13 14:41																		
QR777DOHMIA04130500	2017-04-13 20:28:00	QR	777	DOH	MIA	2017-04-13 05:00	2017-04-13 20:30	2017-04-13 08:00	2017-04-13 16:30	InAir		N					2017-04-13 08:11	2017-04-13 05:11	Actual	AirlineData	2017-04-13 08:37	2017-04-13 05:37	Actual	AirlineData	2017-04-13 16:40	2017-04-13 20:40	Estimated	FlightViewData	2017-04-13 16:47	2017-04-13 20:47	Estimated	AirlineData		D1		E	E10	D-FIS	J	B77W		L		1	1	QA	US	A7BEF					2017-04-13	2017-04-13			QR	871	2017-04-13 04:55	2017-04-13 01:55	T				I	I			06	06														Y	2017-04-13 20:39	2017-04-13 16:39																					
DL7368DTWESC04132000	2017-04-13 20:28:00	DL	7368	DTW	ESC	2017-04-13 20:00	2017-04-13 21:27	2017-04-13 16:00	2017-04-13 17:27	InAir		N					2017-04-13 15:57	2017-04-13 19:57	Actual	AirlineData	2017-04-13 16:21	2017-04-13 20:21	Actual	AirlineData	2017-04-13 17:13	2017-04-13 21:13	Estimated	FlightViewData	2017-04-13 17:22	2017-04-13 21:22	Estimated	AirlineData	EM	C8			1		J	CRJ2		L		1	2	US	US	N455SW	OO	7368			2017-04-13	2017-04-13									OO		I	I			06	06		DTW												Y																							
9K7161HYABOS04132020	2017-04-13 20:28:00	9K	7161	HYA	BOS	2017-04-13 20:20	2017-04-13 20:55	2017-04-13 16:20	2017-04-13 16:55	InAir		N					2017-04-13 16:20	2017-04-13 20:20	Actual	AirlineData	2017-04-13 16:25	2017-04-13 20:25	Actual	AirlineData					2017-04-13 16:56	2017-04-13 20:56	Estimated	AirlineData				C	C27		J	CNA				1	1	US	US	N991AA					2017-04-13	2017-04-13									9K		I	I								Y	OutGate						Y						Y	2017-04-13 20:55	2017-04-13 16:55																		
VX899LAXSFO04131815	2017-04-13 20:28:00	VX	899	LAX	SFO	2017-04-13 18:15	2017-04-13 19:30	2017-04-13 11:15	2017-04-13 12:30	InAir		N					2017-04-13 11:59	2017-04-13 18:59	Actual	AirlineData	2017-04-13 12:30	2017-04-13 19:30	Actual	FlightViewData	2017-04-13 13:32	2017-04-13 20:32	Estimated	FlightViewData	2017-04-13 13:09	2017-04-13 20:09	Estimated	AirlineData	3	38		2			J	A320		L		1	1	US	US	N286VA					2017-04-13	2017-04-13			VX	1946	2017-04-13 10:30	2017-04-13 17:30	T				I	I																		Y	2017-04-13 20:29	2017-04-13 13:29																					
